osID,title,tier,tier_label,health_related,disease_areas,primary_disease_area,nlp_classified,ai_classified,ai_confidence,nlp_mesh_evidence,classification_source
SSRE-RODENT-RESEARCH-28-RR-28,Preclinical Validation of a Modifier Gene Therapy to Prevent Spaceflight Associated Oxidative Stress and Apoptosis in Microgravity Mouse Model of Dry Macular Degeneration,2,Probable,True,Cancer; Eye diseases,Cancer,False,True,0.9,,ai_high
SSRE-RODENT-RESEARCH-3-ELI-LILLY,Assessment of myostatin inhibition to prevent skeletal muscle atrophy and weakness in mice exposed to long-duration spaceflight,1,Confirmed,True,Musculoskeletal diseases; Cancer; Neurological diseases,Musculoskeletal diseases,True,True,0.9,D018908|D009369,nlp+ai
SSRE-RODENT-RESEARCH-4-CASIS,Tissue Regeneration-Bone Defect,0,Not health-related,False,,,True,True,0.95,,none
SSRE-RODENT-RESEARCH-5-RR-5,Systemic Therapy of NELL-1 for Osteoporosis,1,Confirmed,True,Musculoskeletal diseases,Musculoskeletal diseases,True,True,0.95,D010024,nlp+ai
SSRE-RODENT-RESEARCH-6-RR-6,Rodent Research-6 (RR-6),1,Confirmed,True,Neurological diseases,Neurological diseases,True,True,0.7,D009133,nlp+ai
SSRE-RODENT-RESEARCH-7-RR-7,Effects of Spaceflight on Gastrointestinal Microbiota in Mice: Mechanisms and Impact on Multi-System Physiology,2,Probable,True,Women's health; Endocrine and metabolic diseases,Women's health,False,True,0.9,,ai_high
SSRE-RODENT-RESEARCH-8-RR-8,Rodent Research-8,3,Uncertain,True,Musculoskeletal diseases; Cardiovascular diseases; Endocrine and metabolic diseases,Musculoskeletal diseases,False,True,0.6,,ai_low
SSRE-ROGUE-1-AC15,Rogue-1,0,Not health-related,False,,,False,False,0.75,,none
SSRE-ROKVISS,Robotic Component Verification on the ISS: Verification of Lightweight Robotic Hinge Elements in Space,0,Not health-related,False,,,False,False,0.75,,none
SSRE-ROOT,Effects of the Space Environment on the Nuclear Structure and Function of Plant Root Meristematic Cells Grown in Microgravity,2,Probable,True,Cancer,Cancer,False,True,0.9,,ai_high
SSRE-ROSA,Roll-Out Solar Array,0,Not health-related,False,,,False,False,0.75,,none
SSRE-ROST-PK-GROWTH-PK,Studying Plasma Dust Crystals and Liquids in Microgravity on the ISS RS - Rost-PK,0,Not health-related,False,,,False,False,0.75,,none
SSRE-ROTIFER-B1,Rotifer-B1,0,Not health-related,False,,,False,False,0.75,,none
SSRE-ROTIFER-B2,Rotifer-B2,0,Not health-related,False,,,False,False,0.75,,none
SSRE-ROUND-ROBIN,Round Robin - Thermophysical Property Measurement,0,Not health-related,False,,,False,False,0.75,,none
SSRE-RR-D1,Rodent Research-Demonstration 1,3,Uncertain,True,Musculoskeletal diseases; Cardiovascular diseases; Endocrine and metabolic diseases; Neurological diseases,Musculoskeletal diseases,False,True,0.6,,ai_low
SSRE-RRI-HTS-NZ-1,Robinson Research Institute &ndash; High Temperature Superconductor &ndash; New Zealand &ndash; 1&nbsp,0,Not health-related,False,,,False,False,0.75,,none
SSRE-RRM,Robotic Refueling Mission,0,Not health-related,False,,,False,False,0.75,,none
SSRE-RRM3,Robotic Refueling Mission 3,0,Not health-related,False,,,False,False,0.75,,none
SSRE-RRM-PHASE-2,Robotic Refueling Mission Phase 2,0,Not health-related,False,,,False,False,0.75,,none
SSRE-RSAT,Robotic Arm Repair Satellite,0,Not health-related,False,,,False,False,0.75,,none
SSRE-RSP-00,RSP-00,0,Not health-related,False,,,False,False,0.75,,none
SSRE-RSP-01,RSP-01,0,Not health-related,False,,,False,False,0.75,,none
SSRE-RSP-03,RSP-03,0,Not health-related,False,,,False,False,0.75,,none
SSRE-RTCMISS,Radiation Tolerant Computer Mission on the ISS,0,Not health-related,False,,,False,False,0.75,,none
SSRE-RUSALKA-MKS-MERMAID-ISS,Development of Methods to Determine the Carbon Dioxide and Methane (Greenhouse Gases) Content in the Earths Atmosphere from On-Board ISS,0,Not health-related,False,,,False,False,0.75,,none
SSRE-RUSALKA-NAUKA-MERMAID-SCIENCE,Rusalka-Nauka (Mermaid-Science),0,Not health-related,False,,,False,False,0.75,,none
SSRE-RWASAT-1,RWanda Satellite-1,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SAFFIRE-I,Spacecraft Fire Experiment-I,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SAFFIRE-II,Spacecraft Fire Experiment-II,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SAFFIRE-III,Spacecraft Fire Experiment-III,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SAFFIRE-IV,Spacecraft Fire Experiment-IV,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SAFFIRE-V,Spacecraft Fire Experiment-V,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SAFFIRE-VI,Spacecraft Fire Experiment-VI,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SAGANSAT0,SaganSat0,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SAGE-III-ISS,Stratospheric Aerosol and Gas Experiment III-ISS,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SAKU-SAKE-MISSION,Saku Sake Mission,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SALIVARY-MARKERS,The Effects of Long-Term Exposure to Microgravity on Salivary Markers of Innate Immunity,2,Probable,True,Endocrine and metabolic diseases; Rare inherited disorders,Endocrine and metabolic diseases,False,True,0.75,,ai_high
SSRE-SALLY-RIDE-EARTHKAM,Sally Ride Earth Knowledge Acquired by Middle School Students,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SAME,Smoke and Aerosol Measurement Experiment,3,Uncertain,True,Cardiovascular diseases; Cancer,Cardiovascular diseases,False,True,0.5,,ai_low
SSRE-SAMPLE,Study of Microbial Communities Exposed to Weightlessness,3,Uncertain,True,Rare inherited disorders; Endocrine and metabolic diseases; Mental health,Rare inherited disorders,False,True,0.4,,ai_low
SSRE-SAMPLE-LDM,Sample-LDM,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SAMPLE-ROSCOSMOS,Sample-Roscosmos,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SANSORI-SPACE-FLIGHT-ASSOCIATED-NEURO-OCULAR-SYNDROME-OCULAR-RIGIDITY-INVESTIGATION,Ocular Rigidity as a Novel Risk Factor for Space Flight-Associated Neuro-Ocular Syndrome,0,Not health-related,False,,,True,True,0.9,,none
SSRE-SANSORI-AX-1,Short Term Anatomical and Biomechanical Changes of the Eye in Microgravity on Axiom-1 Mission,2,Probable,True,Eye diseases,Eye diseases,False,True,0.9,,ai_high
SSRE-SARCOLAB,Myotendinous and Neuromuscular Adaptation to Long-term Spaceflight,2,Probable,True,Musculoskeletal diseases; Neurological diseases,Musculoskeletal diseases,False,True,0.95,,ai_high
SSRE-SASHA-2-AX-3,Space Hematopoietic Stem Cell Aging-2,2,Probable,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases; Cardiovascular diseases,Cancer,False,True,0.85,,ai_high
SSRE-SASHA-3-AX-4,Space Hematopoietic Stem Cell Aging 3,2,Probable,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases; Cardiovascular diseases,Cancer,False,True,0.85,,ai_high
SSRE-SATLLA-1,Ariel University First Nano Satellite,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SATS-INTERACT,Supervision of Autonomous and Teleoperated Satellites - Interact,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SATURDAY-MORNING-SCIENCE,Science of Opportunity,0,Not health-related,False,,,True,False,0.75,,none
SSRE-SCALABLE-RADIATION-MONITOR,Scalable Radiation Monitors for Advancing Space Exploration,2,Probable,True,Cancer; Cardiovascular diseases; Neurological diseases,Cancer,False,True,0.85,,ai_high
SSRE-SCAN-TESTBED,Space Communications and Navigation Testbed,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SCIENCE-OFF-THE-SPHERE,Science off the Sphere,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SCIENCE-TAXI,HUMB Mission on Yuri ScienceTaxi BioSpin&nbsp,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SCN,Space Cup Noodle,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SCORPION,Scorpion: Development and Acquisition of Multifunctional Control-Measurement Device for Controlling the Environment of Scientific Experiments Inside a Pressurized Station,0,Not health-related,False,,,False,False,0.75,,none
SSRE-S-CUBE,Shootingstar Sensing Satellite,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SEDA-AP,Space Environment Data Acquisition Equipment - Attached Payload,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SEED-VIGOUR,Seed Vigour on the International Space Station,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SEEDLING-GROWTH-1,Seedling Growth-1,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SEEDLING-GROWTH-2,Seedling Growth-2,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SEEDLING-GROWTH-3,Seedling Growth-3,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SEEDS,Seeds in Space,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SEEDS-AND-MARTIAN-YEAST,Seeds II and MYST: Seed Packages,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SEEKER,Seeker Robotic External CubeSat Inspection Vehicle DTO,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SEINER,Development of Procedures of Interactions of the Crew in the Russian Segment of ISS and the State Fishery Committee During the Process of Searching and Exploring Productive Fishing Regions in World Oceans,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SEISMOPROGNOZ-EARTHQUAKE-FORECAST,Seismoprognoz (Earthquake Forecast),0,Not health-related,False,,,False,False,0.75,,none
SSRE-SEITE,Shuttle Exhaust Ion Turbulence Experiments,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SEM,Space Experiment Module,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SEOPS-CIRIS,SEOPS-Compact Infrared Radiometer in Space,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SEOPS-EDGECUBE,SEOPS-EDGECUBE,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SEOPS-GUNSMOKE,SEOPS-Gunsmoke,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SEOPS-HFVARISAT,SEOPS-HFVariSat,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SEOPS-MAKERSAT,SEOPS-MakerSat,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SEOPS-MINICARB,SEOPS-MiniCarb,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SEOPS-NARSS,SEOPS-National Authority for Remote Sensing and Space Sciences,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SEOPS-ORCA,SEOPS-ORCA,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SEOPS-QUANTUM-RADAR,SEOPS-Quantum Radar,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SEOPS-RFTSAT,SEOPS-Radio Frequency Tag Satellite,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SEOPS-UBIQUITILINK,SEOPS-UbiquitiLink,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SEOPS-VPM,SEOPS-VPM,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SEOPS-WIDAR,SEOPS-WIDAR,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SERFE,Spacesuit Evaporation Rejection Flight Experiment,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SERISM,Role of the Edocannabinoid System in Pluripotent Human Stem Cell Reprogramming under Microgravity Conditions,1,Confirmed,True,Musculoskeletal diseases,Musculoskeletal diseases,True,True,0.9,D010024,nlp+ai
SSRE-SERPENS,Sistema Espacial para Realização de Pesquisa e Experimentos con Nanossatélites,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SETA-2,Solidification along a Eutectic path in Ternary Alloys-2,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SEXTANT-NAVIGATION,Sextant Navigation for Exploration Missions,0,Not health-related,False,,,False,False,0.75,,none
SSRE-S-FLAME,Structure and Response of Spherical Diffusion Flames,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SG100-CLOUD-COMPUTER,SG100 Cloud Computing Payload,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SGSAT,Validation of a CubeSat Stellar Gyroscope System,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SHARC,Spacecraft for High Accuracy Radar Calibration,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SHARKSAT,Ka-Band Software Defined Radio,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SHEAR-INSTABILITIES,Differential Rotation on a Sphere B &ndash; Modelling Shear Instabilities of Planetary Atmospheres,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SHERE,Shear History Extensional Rheology Experiment,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SHERE-II,Shear History Extensional Rheology Experiment - II,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SHOOTING-FOR-THE-IVA-SPACE-SUIT,Shooting for the Intravehicular Activity Space Suit of Astronauts,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SHRIMP,State-of-the-art Humidity Removal in Microgravity Payload,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SIDEKICK,Sidekick: Investigating Immersive Visualization Capabilities,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SIERRA-SPACE-PCG-1,Screening and Batch Manufacture of Complex Biotherapeutics in Microgravity,3,Uncertain,True,Cancer; Rare inherited disorders; Neurological diseases; Endocrine and metabolic diseases,Cancer,False,True,0.6,,ai_low
SSRE-SILEYE-3-ALTEINO,Sileye-3/Alteino,2,Probable,True,Eye diseases; Neurological diseases; Cancer,Eye diseases,False,True,0.85,,ai_high
SSRE-SILVERSAT,SilverSat,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SIMPLEX,Shuttle Ionospheric Modification with Pulsed Localized Exhaust Experiments,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SINGREAD,Voice in Space,0,Not health-related,False,,,False,True,0.4,,none
SSRE-SKIN-B,Skin-B,3,Uncertain,True,Endocrine and metabolic diseases; Rare inherited disorders,Endocrine and metabolic diseases,False,True,0.6,,ai_low
SSRE-SKINCARE,SkinCare,3,Uncertain,True,Endocrine and metabolic diseases,Endocrine and metabolic diseases,False,True,0.4,,ai_low
SSRE-SKINSUIT,Operational and Technical Evaluation of Gravity Loading Countermeasure Skinsuit,2,Probable,True,Musculoskeletal diseases; Cardiovascular diseases,Musculoskeletal diseases,False,True,0.85,,ai_high
SSRE-SLEEP-IN-ORBIT,"Long-term Sleep Monitoring Before, During, and After Extended Spaceflight",2,Probable,True,Mental health,Mental health,False,True,0.9,,ai_high
SSRE-SLEEP-ISS-12,Sleep-Wake Actigraphy and Light Exposure on ISS-12,2,Probable,True,Neurological diseases; Mental health; Endocrine and metabolic diseases,Neurological diseases,False,True,0.9,,ai_high
SSRE-SLEEP-LONG,Sleep-Wake Actigraphy and Light Exposure During Spaceflight-Long,1,Confirmed,True,Endocrine and metabolic diseases,Endocrine and metabolic diseases,True,True,0.9,D011488,nlp+ai
SSRE-SLEEP-SHORT,Sleep-Wake Actigraphy and Light Exposure During Spaceflight-Short,1,Confirmed,True,Endocrine and metabolic diseases,Endocrine and metabolic diseases,True,True,0.9,D011488,nlp+ai
SSRE-SLICE,Structure and Liftoff In Combustion Experiment,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SLS-LASER-COMMUNICATION-SYSTEM,Testing of the Laser Communications System for Transferring Large Data Files from ISS RS Hardware,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SMALL-SAT-DEPLOY-DEMO,Small Sat Deploy Demo,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SMART-FLIGHT-SUIT-2-AX-3,Smart Flight Suit 2 (Ax-3),2,Probable,True,Cardiovascular diseases,Cardiovascular diseases,False,True,0.75,,ai_high
SSRE-SMARTPHONE-MM,HET Smartphone-MM,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SMCOFFEE,Drinking Coffee in Space: The Impact of Microgravity on <em>Streptococcus mutans </em>on Susceptibility to Coffee,3,Uncertain,True,Endocrine and metabolic diseases,Endocrine and metabolic diseases,False,True,0.3,,ai_low
SSRE-SMEK,Effect of Microgravity on Kinetic Properties of Enzymtic Reactions - Hydrolysis of Sucrose in Cerevisiae Cells of Saccharomycetes,3,Uncertain,True,Endocrine and metabolic diseases,Endocrine and metabolic diseases,False,True,0.6,,ai_low
SSRE-SMILES,Superconducting Submillimeter-Wave Limb-Emission Sounder,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SMOOTH-MUSCLE-CELLS-2,The Contractile Properties of Smooth Muscle in Microgravity,2,Probable,True,Musculoskeletal diseases,Musculoskeletal diseases,False,True,0.9,,ai_high
SSRE-SMOOTHISS,Space Food for Bone Health: Vitamin D Fortified Camel Milk with Dates Smoothie (SmoothISS),2,Probable,True,Musculoskeletal diseases,Musculoskeletal diseases,False,True,0.9,,ai_high
SSRE-SMOOTHNAV,Smoothing-Based Relative Navigation,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SNARYAD-PK-PROJECTILE-PK,Studying Plasma Dust Crystals and Liquids in Microgravity on the ISS RS - Snaryad-PK,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SNFD-HSC05,Transduced Stromal Co-Cultures of Human Bone Marrow in Microgravity,2,Probable,True,Musculoskeletal diseases,Musculoskeletal diseases,False,True,0.9,,ai_high
SSRE-SNFM,Serial Network Flow Monitor,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SNOOPI,A Technology Validation Mission for P-band Reflectometry using Signals of Opportunity,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SOAR,Satellite for Orbital Aerodynamics Research,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SOCRATES,Signal of Opportunity Cubesat for Ranging and Timing Experiments,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SODI-COLLOID,Selectable Optical Diagnostics Instrument - Aggregation of Colloidal Solutions,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SODI-COLLOID-2,SODI-Colloid-2,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SODI-DCMIX,SODI-DCMIX,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SODI-DSC,Selectable Optical Diagnostics Instrument - Diffusion and Soret Coefficient,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SODI-IVIDIL,Selectable Optical Diagnostics Instrument-Influence of VIbrations on DIffusion of Liquids,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SOFIE-GEL,Solid Fuel Ignition and Extinction - Growth and Extinction Limit,0,Not health-related,False,,,False,False,0.75,,none
SSRE-SOFIE-MIST,Solid Fuel Ignition and Extinction - Material Ignition and Suppression Test,0,Not health-related,False,,,False,False,0.75,,none
